,step,type,Montant,Clt_Origine,AncienSold_Orig,NewSold_Orig,Clt_Destinataire,AncienSold_Dest,NewSold_Dest,Fraude,isFlaggedFraud,type_num,Type_Ori,Type_Des
3357536,254,PAYMENT,15192.97,C1944746260,10453.0,0.0,M1080494311,0.0,0.0,0,0,3,C,M
1929290,168,TRANSFER,740210.19,C469912120,0.0,0.0,C1833300969,7364010.2,8104220.38,0,0,4,C,C
9281,7,PAYMENT,5120.67,C1210242977,3079.0,0.0,M1873149031,0.0,0.0,0,0,3,C,M
3447077,257,CASH_OUT,41222.58,C583355709,0.0,0.0,C896570135,178991.98,220214.56,0,0,1,C,C
343649,16,CASH_OUT,18481.17,C1428751110,0.0,0.0,C1377510368,61022.99,79504.16,0,0,1,C,C
2878589,228,CASH_IN,318943.61,C1229360447,200543.0,519486.61,C1197188846,66066.47,0.0,0,0,0,C,C
3500293,259,CASH_OUT,149942.94,C1905256909,5359.64,0.0,C1606220889,268030.09,645305.5,0,0,1,C,C
2507253,205,CASH_IN,143109.77,C303483847,1651940.97,1795050.73,C754968001,581935.49,438825.72,0,0,0,C,C
2852732,227,CASH_OUT,76214.74,C1816083391,0.0,0.0,C786972173,867796.67,944011.41,0,0,1,C,C
5893569,403,PAYMENT,4816.12,C985169042,0.0,0.0,M282667626,0.0,0.0,0,0,3,C,M
3979559,297,TRANSFER,440214.12,C1788330899,1383.0,0.0,C1498168155,2297164.97,2737379.09,0,0,4,C,C
4833847,347,PAYMENT,4241.88,C1393919142,96597.06,92355.18,M304074215,0.0,0.0,0,0,3,C,M
4378838,311,CASH_IN,138973.74,C339558108,21831710.82,21970684.56,C442311816,1891559.11,1752585.37,0,0,0,C,C
5493369,380,CASH_OUT,82868.2,C2099371609,21472.0,0.0,C869080415,1530362.65,1613230.85,0,0,1,C,C
3975222,297,PAYMENT,41881.86,C768332435,0.0,0.0,M185579627,0.0,0.0,0,0,3,C,M
4232176,306,CASH_OUT,307692.77,C334174975,67363.0,0.0,C1216562931,1886647.99,2194340.76,0,0,1,C,C
4459755,323,CASH_IN,9535.14,C1917564237,6890.0,16425.14,C1216054229,0.0,0.0,0,0,0,C,C
795322,40,PAYMENT,5637.71,C452340292,203764.28,198126.57,M1700821904,0.0,0.0,0,0,3,C,M
333804,16,PAYMENT,9686.93,C202343228,0.0,0.0,M540742755,0.0,0.0,0,0,3,C,M
1027598,48,PAYMENT,8299.55,C1823153345,234.0,0.0,M371458712,0.0,0.0,0,0,3,C,M
3563151,260,PAYMENT,163.65,C2143989737,0.0,0.0,M81712573,0.0,0.0,0,0,3,C,M
3405578,255,CASH_OUT,21742.24,C332208352,249605.0,227862.76,C208307794,39240.89,60983.13,0,0,1,C,C
2647612,209,CASH_OUT,188057.44,C1064132376,0.0,0.0,C156517961,541083.34,729140.78,0,0,1,C,C
3182058,239,CASH_OUT,45385.1,C658572647,929398.19,884013.1,C606582013,25394.87,70779.97,0,0,1,C,C
4176196,304,CASH_IN,227064.81,C842933933,1842821.87,2069886.68,C1216414495,5907778.73,5680713.93,0,0,0,C,C
1395397,139,CASH_OUT,38109.59,C520445774,401261.0,363151.41,C977339684,1044878.46,1082988.05,0,0,1,C,C
4329277,308,CASH_OUT,146918.28,C287445798,0.0,0.0,C1075909076,3212910.41,3359828.68,0,0,1,C,C
5705012,398,CASH_OUT,165636.52,C1261015062,0.0,0.0,C1733824153,1255383.34,1421019.86,0,0,1,C,C
5843008,402,CASH_IN,5899.14,C1571559657,185.0,6084.14,C1499378290,1761320.8,1755421.67,0,0,0,C,C
4910297,349,CASH_OUT,8360.83,C2019237376,343739.08,335378.26,C1106428745,838032.45,846393.28,0,0,1,C,C
3846858,282,CASH_IN,166103.53,C1974639748,5459656.78,5625760.32,C816250914,4980275.04,4814171.5,0,0,0,C,C
5643121,396,CASH_OUT,202414.14,C870041876,0.0,0.0,C836835879,2515737.32,2718151.46,0,0,1,C,C
234233,14,CASH_OUT,180959.06,C1876917242,0.0,0.0,C703083527,415367.31,653761.85,0,0,1,C,C
3253818,251,CASH_OUT,292766.62,C93948992,21956.0,0.0,C1104507497,0.0,292766.62,0,0,1,C,C
2697936,211,CASH_OUT,40133.82,C974430442,132589.0,92455.18,C217733824,0.0,40133.82,0,0,1,C,C
4556462,327,CASH_IN,264262.66,C1814906257,54967.0,319229.66,C1365537104,0.0,0.0,0,0,0,C,C
1252569,134,CASH_IN,280085.01,C1995122397,6217.0,286302.01,C2001676788,732572.26,452487.25,0,0,0,C,C
2144569,184,CASH_OUT,337649.02,C1172865148,0.0,0.0,C74809168,1895482.73,2299125.82,0,0,1,C,C
6102455,524,CASH_IN,253741.61,C297134094,3275594.24,3529335.85,C1451369082,1245591.18,991849.58,0,0,0,C,C
2894694,228,PAYMENT,5170.24,C1506112493,169807.2,164636.96,M1158158884,0.0,0.0,0,0,3,C,M
4248225,306,CASH_OUT,8974.38,C1917798186,5583.0,0.0,C899615432,26603.32,35577.7,0,0,1,C,C
675350,36,PAYMENT,23420.88,C1961062666,121414.0,97993.12,M1102383320,0.0,0.0,0,0,3,C,M
1251631,134,CASH_OUT,95964.23,C452942502,247872.36,151908.13,C1308739577,72693.41,168657.64,0,0,1,C,C
6009127,439,PAYMENT,5712.62,C770036589,2576.0,0.0,M1857947408,0.0,0.0,0,0,3,C,M
6239590,595,TRANSFER,32837.7,C815905005,0.0,0.0,C1619743434,3639310.13,3672147.84,0,0,4,C,C
4969597,351,TRANSFER,295091.67,C1757719496,0.0,0.0,C978800674,485999.24,781090.9,0,0,4,C,C
3763641,279,CASH_OUT,333910.78,C2125789562,3778.0,0.0,C1853269375,406014.79,739925.57,0,0,1,C,C
901908,43,CASH_IN,122468.94,C1307371596,579.0,123047.94,C987767951,33566.89,687528.17,0,0,0,C,C
302035,15,TRANSFER,530139.48,C1535420333,0.0,0.0,C922511709,3802411.03,4332550.51,0,0,4,C,C
3709548,277,CASH_OUT,166241.21,C1310109584,0.0,0.0,C308146097,2081896.1,2248137.31,0,0,1,C,C
181182,12,CASH_OUT,112444.2,C2105464112,0.0,0.0,C114651308,0.0,199238.99,0,0,1,C,C
4666215,330,CASH_OUT,195103.85,C2136952263,0.0,0.0,C451161521,541915.62,658790.09,0,0,1,C,C
5498355,380,TRANSFER,398471.91,C141090907,0.0,0.0,C1128755139,499363.44,897835.36,0,0,4,C,C
923472,43,CASH_OUT,140787.57,C545209214,5583.0,0.0,C2090905364,24634.79,165422.36,0,0,1,C,C
1778206,162,CASH_OUT,5917.2,C394358923,10080.0,4162.8,C1647545780,273531.45,524630.35,0,0,1,C,C
5896333,403,PAYMENT,3515.67,C543881792,85523.42,82007.75,M2087852273,0.0,0.0,0,0,3,C,M
5596807,394,PAYMENT,18595.5,C1002048565,43442.0,24846.5,M1147266159,0.0,0.0,0,0,3,C,M
1564429,155,PAYMENT,9308.97,C2020711168,0.0,0.0,M133275180,0.0,0.0,0,0,3,C,M
2264860,187,CASH_IN,245953.32,C1233423416,21533.0,267486.32,C787512342,0.0,0.0,0,0,0,C,C
2250806,187,CASH_OUT,239088.1,C1647942918,0.0,0.0,C496444510,257751.69,496839.79,0,0,1,C,C
5874710,403,PAYMENT,3227.86,C799326368,144571.45,141343.59,M1071578869,0.0,0.0,0,0,3,C,M
3942693,286,PAYMENT,9423.93,C1426705619,90434.0,81010.07,M561869154,0.0,0.0,0,0,3,C,M
5812538,401,CASH_OUT,49879.12,C1614585187,11320.0,0.0,C266122613,0.0,49879.12,0,0,1,C,C
5403641,377,CASH_OUT,34453.91,C2025201071,373079.0,338625.09,C506277200,30063.22,64517.14,0,0,1,C,C
1239296,134,CASH_OUT,99552.71,C1808433127,0.0,0.0,C1060270580,1120316.26,1219868.97,0,0,1,C,C
5824107,402,CASH_OUT,279463.81,C829962428,19913.0,0.0,C2133664641,1567965.27,1847429.09,0,0,1,C,C
5718379,398,CASH_OUT,111912.99,C1652596167,16351.0,0.0,C1807689773,115960.96,227873.95,0,0,1,C,C
4824595,346,CASH_OUT,82343.47,C1211810859,16904.0,0.0,C951410924,0.0,82343.47,0,0,1,C,C
1064500,119,PAYMENT,3981.85,C2139535280,1206.0,0.0,M553868657,0.0,0.0,0,0,3,C,M
5360903,375,PAYMENT,21336.35,C320675217,20658.0,0.0,M1201745286,0.0,0.0,0,0,3,C,M
1261858,134,PAYMENT,3139.86,C1213769969,150016.32,146876.46,M299359000,0.0,0.0,0,0,3,C,M
1852604,164,PAYMENT,17413.93,C595467500,0.0,0.0,M1315428544,0.0,0.0,0,0,3,C,M
2933788,229,CASH_OUT,283280.68,C621928134,6055.0,0.0,C482605224,5278133.02,5561413.71,0,0,1,C,C
4826739,347,CASH_OUT,153374.03,C165679100,0.0,0.0,C1404691327,720036.52,873410.55,0,0,1,C,C
6256327,598,PAYMENT,2059.12,C206085490,21955.0,19895.88,M635254479,0.0,0.0,0,0,3,C,M
4334067,308,CASH_OUT,75038.74,C1396048201,0.0,0.0,C1360662822,734928.18,809966.91,0,0,1,C,C
3298198,252,CASH_OUT,4716.62,C705952032,0.0,0.0,C559794002,2274818.2,2815431.95,0,0,1,C,C
2536353,205,TRANSFER,453745.75,C1654372138,0.0,0.0,C888840441,470899.12,924644.87,0,0,4,C,C
273770,15,CASH_OUT,78325.46,C1957760818,543.83,0.0,C1122524668,2154975.93,2427722.8,0,0,1,C,C
3788060,280,CASH_IN,148258.67,C2130812129,20590.0,168848.67,C1971470002,1633003.3,1484744.63,0,0,0,C,C
2548961,206,CASH_IN,77589.02,C121231762,552540.0,630129.02,C453909913,3337.0,0.0,0,0,0,C,C
115653,11,CASH_IN,326406.87,C511274339,84288.0,410694.87,C1677357987,0.0,0.0,0,0,0,C,C
2809748,225,CASH_OUT,639617.97,C583091143,0.0,0.0,C1916873789,9517262.21,10156880.18,0,0,1,C,C
4035256,299,CASH_IN,24345.41,C617276010,5381.0,29726.41,C671285876,20702.05,0.0,0,0,0,C,C
3723718,278,PAYMENT,17643.07,C749478554,188.0,0.0,M1988616810,0.0,0.0,0,0,3,C,M
6297786,681,CASH_OUT,37903.41,C1726987674,0.0,0.0,C356600887,1353375.21,1391278.61,0,0,1,C,C
2276524,187,CASH_OUT,162081.79,C1550183326,181154.13,19072.35,C378174556,290251.73,452333.52,0,0,1,C,C
6116544,528,PAYMENT,24978.74,C2058780167,288069.64,263090.9,M1397690167,0.0,0.0,0,0,3,C,M
4197021,305,CASH_IN,195323.9,C1634570200,428.0,195751.9,C848323664,0.0,0.0,0,0,0,C,C
2399160,201,CASH_IN,73165.96,C608065766,2972717.04,3045883.01,C911023870,223880.92,150714.96,0,0,0,C,C
3349127,253,CASH_OUT,59326.57,C645354691,6100.0,0.0,C1206277445,0.0,59326.57,0,0,1,C,C
2591967,207,PAYMENT,8150.12,C300288892,0.0,0.0,M1829430566,0.0,0.0,0,0,3,C,M
909339,43,CASH_OUT,136342.38,C435050668,74534.0,0.0,C1476769574,0.0,27513.22,0,0,1,C,C
4997767,352,PAYMENT,10064.41,C645965711,61061.93,50997.53,M1690042592,0.0,0.0,0,0,3,C,M
386636,17,CASH_OUT,227659.76,C1482807604,13301.0,0.0,C248125806,0.0,209978.24,0,0,1,C,C
3722746,278,PAYMENT,11279.67,C1122056859,0.0,0.0,M1618622596,0.0,0.0,0,0,3,C,M
4338457,308,CASH_OUT,268247.24,C1477756541,0.0,0.0,C1598556612,2082608.47,2350855.72,0,0,1,C,C
3839907,282,CASH_OUT,38707.67,C1954981696,0.0,0.0,C811694767,5082381.72,5121089.39,0,0,1,C,C
1986343,179,PAYMENT,22028.39,C2060545448,0.0,0.0,M1356915606,0.0,0.0,0,0,3,C,M
431070,18,PAYMENT,4973.03,C2035686165,5174.0,200.97,M405305443,0.0,0.0,0,0,3,C,M
4741327,332,CASH_OUT,318498.16,C1543704472,0.0,0.0,C172020690,2218638.28,2537136.43,0,0,1,C,C
5329376,374,TRANSFER,1361771.74,C1574635132,171.0,0.0,C1467477621,81555.87,1443327.61,0,0,4,C,C
3059032,234,CASH_OUT,205905.32,C805704589,5113.0,0.0,C1266235073,953932.5,1159837.83,0,0,1,C,C
5437719,378,DEBIT,3900.51,C285782204,1358.0,0.0,C866129383,10383.49,14284.0,0,0,2,C,C
3651926,275,CASH_OUT,103281.18,C1434489411,41020.92,0.0,C146783829,171624.39,274905.56,0,0,1,C,C
1253308,134,PAYMENT,20905.75,C1406861367,72485.58,51579.82,M1286087203,0.0,0.0,0,0,3,C,M
4905427,349,PAYMENT,5134.53,C2064037390,365.76,0.0,M373546391,0.0,0.0,0,0,3,C,M
325170,16,PAYMENT,15194.42,C513910344,0.0,0.0,M1538007026,0.0,0.0,0,0,3,C,M
2769730,213,PAYMENT,14403.32,C567254920,15807.79,1404.47,M2126434180,0.0,0.0,0,0,3,C,M
2241425,186,CASH_OUT,321098.25,C133669129,25702.0,0.0,C1920090787,0.0,321098.25,0,0,1,C,C
1242982,134,PAYMENT,12621.89,C1498176875,6273.0,0.0,M1312447434,0.0,0.0,0,0,3,C,M
4481077,324,CASH_IN,319570.09,C1614630496,25630.0,345200.09,C1954643469,577169.77,257599.68,0,0,0,C,C
6138234,544,CASH_IN,29568.16,C107153800,5437272.48,5466840.63,C1567107405,1371443.74,1341875.58,0,0,0,C,C
286403,15,PAYMENT,1087.45,C385260726,0.0,0.0,M1286238388,0.0,0.0,0,0,3,C,M
1231007,133,CASH_OUT,74090.87,C192263672,0.0,0.0,C2135948178,2473160.5,2684188.0,0,0,1,C,C
6126172,540,PAYMENT,3603.86,C1231188090,0.0,0.0,M1851631540,0.0,0.0,0,0,3,C,M
3174212,238,TRANSFER,44706.07,C1700242675,506891.0,462184.93,C487881530,1776102.47,1820808.55,0,0,4,C,C
5655462,396,CASH_OUT,268022.42,C710137606,55269.0,0.0,C1632961964,83946.23,351968.65,0,0,1,C,C
857905,41,PAYMENT,470.82,C1551068747,0.0,0.0,M1060381282,0.0,0.0,0,0,3,C,M
5548267,382,CASH_IN,199588.9,C1595615070,22605506.03,22805094.92,C1488725459,755185.6,555596.71,0,0,0,C,C
5386071,376,PAYMENT,7899.96,C1911402556,0.0,0.0,M552009853,0.0,0.0,0,0,3,C,M
5309828,373,CASH_OUT,88066.84,C1813412872,2966.0,0.0,C1299188954,1631376.01,1719442.85,0,0,1,C,C
1071743,129,PAYMENT,5486.94,C794474546,177468.95,171982.0,M1750547686,0.0,0.0,0,0,3,C,M
3212937,249,CASH_OUT,62164.21,C550922654,0.0,0.0,C202585435,459934.98,522099.19,0,0,1,C,C
4209815,305,PAYMENT,8118.5,C1881281083,0.0,0.0,M2094255311,0.0,0.0,0,0,3,C,M
4900338,349,PAYMENT,1407.09,C2042694765,0.0,0.0,M1318315753,0.0,0.0,0,0,3,C,M
374472,17,PAYMENT,4655.08,C1811388056,20851.0,16195.92,M619793109,0.0,0.0,0,0,3,C,M
187052,13,CASH_OUT,138156.9,C1603493386,60651.0,0.0,C855085682,1665639.93,2378113.46,0,0,1,C,C
4118337,302,CASH_OUT,265536.65,C1540952075,0.0,0.0,C809694582,324719.12,590255.77,0,0,1,C,C
2381578,194,PAYMENT,19259.11,C1231640464,0.0,0.0,M870218611,0.0,0.0,0,0,3,C,M
4201339,305,CASH_OUT,104240.64,C1484212213,0.0,0.0,C865657316,3111648.96,3215889.59,0,0,1,C,C
4950798,351,CASH_OUT,53626.05,C2009523237,0.0,0.0,C1686946265,202583.18,256209.23,0,0,1,C,C
898120,42,CASH_IN,82019.8,C495729917,5112446.46,5194466.27,C428691311,253815.09,323887.08,0,0,0,C,C
4590610,328,PAYMENT,24363.0,C2146895619,57612.0,33249.0,M790341212,0.0,0.0,0,0,3,C,M
2097298,182,CASH_OUT,1116.41,C730684619,6597.0,5480.59,C89618089,56197.73,57314.14,0,0,1,C,C
1735582,161,CASH_OUT,98532.63,C150771379,41011.0,0.0,C1132212713,0.0,98532.63,0,0,1,C,C
5958606,405,CASH_OUT,15988.92,C1979999820,0.0,0.0,C1601605626,17336.12,33325.04,0,0,1,C,C
2749321,212,PAYMENT,3006.05,C1289292368,72659.0,69652.95,M1031842412,0.0,0.0,0,0,3,C,M
6288196,661,PAYMENT,2091.33,C790402692,161189.54,159098.21,M529125629,0.0,0.0,0,0,3,C,M
2045088,181,PAYMENT,1043.41,C1936493725,0.0,0.0,M479225739,0.0,0.0,0,0,3,C,M
5872943,403,CASH_OUT,159769.93,C1878459734,0.0,0.0,C1101351093,332714.33,492484.26,0,0,1,C,C
5972843,407,PAYMENT,8346.49,C1468299038,15385.0,7038.51,M357850599,0.0,0.0,0,0,3,C,M
2141112,184,PAYMENT,3416.99,C517813876,0.0,0.0,M830038677,0.0,0.0,0,0,3,C,M
5292937,373,CASH_OUT,275883.72,C1367266146,172.0,0.0,C817150224,424798.29,700682.0,0,0,1,C,C
2055206,181,CASH_OUT,304156.49,C1921744927,3842.0,0.0,C1074289747,466015.62,770172.11,0,0,1,C,C
2191774,185,CASH_IN,81927.42,C388873394,14276841.23,14358768.64,C1783405847,102788.58,20861.16,0,0,0,C,C
3991059,298,PAYMENT,14308.99,C826974644,10498.0,0.0,M304361833,0.0,0.0,0,0,3,C,M
4886779,349,PAYMENT,23220.06,C249849159,45522.52,22302.46,M1555300183,0.0,0.0,0,0,3,C,M
3632684,274,CASH_OUT,233297.72,C2035460248,0.0,0.0,C94480112,379728.25,613025.97,0,0,1,C,C
2191157,185,CASH_OUT,91620.29,C94263352,20786.0,0.0,C1414387312,506175.54,597795.83,0,0,1,C,C
2939134,230,PAYMENT,12721.96,C1858542098,0.0,0.0,M1910759259,0.0,0.0,0,0,3,C,M
4610153,329,PAYMENT,61555.2,C1126096328,408788.0,347232.8,M837678595,0.0,0.0,0,0,3,C,M
522798,20,CASH_OUT,146311.33,C1053227153,12040.0,0.0,C1796843350,0.0,146311.33,0,0,1,C,C
3556193,260,CASH_OUT,26489.15,C809381405,17461.0,0.0,C169388715,640241.56,666730.7,0,0,1,C,C
4022718,299,CASH_IN,32414.7,C1642481535,21160.0,53574.7,C1967334471,1651935.88,1619521.18,0,0,0,C,C
3132146,236,CASH_IN,137984.65,C1050145149,5037530.6,5175515.25,C1362000429,2551897.6,2413912.95,0,0,0,C,C
508788,20,PAYMENT,21257.71,C1511170268,0.0,0.0,M145454498,0.0,0.0,0,0,3,C,M
2344163,189,TRANSFER,305902.11,C728792926,21195.0,0.0,C1244492891,651826.37,957728.48,0,0,4,C,C
2500006,204,CASH_OUT,74445.24,C2122527262,3191.0,0.0,C464636165,1568822.59,1643267.82,0,0,1,C,C
5928317,404,PAYMENT,22919.08,C1574039433,0.0,0.0,M2035203514,0.0,0.0,0,0,3,C,M
965679,44,CASH_IN,232148.81,C1988754230,21013.0,253161.81,C2053025370,87429.02,0.0,0,0,0,C,C
225062,14,PAYMENT,11675.63,C332303275,0.0,0.0,M1306937768,0.0,0.0,0,0,3,C,M
4243055,306,CASH_OUT,187971.23,C1698232165,79896.0,0.0,C319451915,13775968.41,13963939.63,0,0,1,C,C
5349065,375,PAYMENT,47083.54,C1571429221,143523.38,96439.83,M138572924,0.0,0.0,0,0,3,C,M
1056921,96,CASH_IN,109690.78,C176552360,2193242.92,2302933.71,C636082064,966159.62,856468.84,0,0,0,C,C
807878,40,CASH_OUT,324355.34,C1252778270,10361.0,0.0,C1849656199,721151.52,1045506.86,0,0,1,C,C
791990,40,CASH_OUT,165776.55,C548726584,115272.0,0.0,C1836924745,0.0,165776.55,0,0,1,C,C
2534855,205,CASH_IN,5039.02,C1983308110,21026.0,26065.02,C576248056,1182498.0,1177458.98,0,0,0,C,C
4812667,346,PAYMENT,22723.24,C523353471,0.0,0.0,M5845635,0.0,0.0,0,0,3,C,M
523726,20,PAYMENT,7214.9,C1251694558,17129.85,9914.94,M63798691,0.0,0.0,0,0,3,C,M
1526294,153,TRANSFER,855079.96,C294778852,0.0,0.0,C583568364,980555.42,1835635.38,0,0,4,C,C
3009991,232,PAYMENT,4217.02,C148626823,2580.16,0.0,M414362712,0.0,0.0,0,0,3,C,M
3649037,275,PAYMENT,505.22,C742520611,31193.0,30687.78,M2128118108,0.0,0.0,0,0,3,C,M
6321585,688,CASH_IN,44757.86,C1685775376,31116.0,75873.86,C1088291890,0.0,0.0,0,0,0,C,C
86148,10,CASH_IN,239846.68,C1604171241,736564.84,976411.52,C961341325,431317.51,191470.83,0,0,0,C,C
481243,19,PAYMENT,9041.01,C1543995440,729506.66,720465.64,M144168423,0.0,0.0,0,0,3,C,M
5286015,373,CASH_OUT,77677.84,C2135773640,0.0,0.0,C697271630,250006.16,327684.0,0,0,1,C,C
5095376,355,PAYMENT,14366.3,C89817659,10046.0,0.0,M1436691484,0.0,0.0,0,0,3,C,M
1912131,166,CASH_IN,195127.25,C1793436817,3495877.38,3691004.63,C582368021,635131.47,440004.22,0,0,0,C,C
2045197,181,CASH_OUT,46061.25,C1393699069,0.0,0.0,C2084178434,278819.92,324881.18,0,0,1,C,C
4299539,307,TRANSFER,793734.12,C1271827373,0.0,0.0,C951626798,4646566.8,5265874.61,0,0,4,C,C
4096753,301,CASH_IN,2482.36,C1572205627,21210.0,23692.36,C2028793533,58707.43,56225.07,0,0,0,C,C
2845137,226,PAYMENT,14664.56,C771884681,141718.0,127053.44,M1507905179,0.0,0.0,0,0,3,C,M
732400,37,CASH_IN,32575.9,C1994482352,1290899.19,1323475.09,C1738959536,669194.44,636618.53,0,0,0,C,C
3887214,283,CASH_OUT,66544.26,C312474700,0.0,0.0,C1184847036,961989.07,1028533.32,0,0,1,C,C
5088448,355,CASH_IN,3330.34,C140489493,8279473.74,8282804.09,C1701964889,86983.99,83653.65,0,0,0,C,C
54298,9,CASH_OUT,124948.09,C329436894,10453.0,0.0,C1444624884,285146.5,915479.74,0,0,1,C,C
5552337,383,TRANSFER,426103.33,C1035548656,0.0,0.0,C1198166810,662074.91,1088178.24,0,0,4,C,C
1286026,135,TRANSFER,333908.65,C681557258,122.0,0.0,C1411079542,0.0,333908.65,0,0,4,C,C
3926863,285,DEBIT,2880.02,C275937495,37767.0,34886.98,C900273855,1225728.05,1228608.07,0,0,2,C,C
474811,19,CASH_IN,28252.63,C1466603894,2566642.3,2594894.94,C1789989389,174167.14,254115.15,0,0,0,C,C
333580,16,CASH_IN,142305.33,C1079985042,6728874.35,6871179.68,C1687125807,251303.18,112267.74,0,0,0,C,C
4131462,302,CASH_OUT,114057.06,C1547479890,0.0,0.0,C1171356020,655630.45,769687.51,0,0,1,C,C
983724,44,CASH_OUT,12479.95,C2012838261,0.0,0.0,C149128135,153313.97,165793.92,0,0,1,C,C
887166,42,CASH_OUT,379246.43,C490141524,4617.0,0.0,C407804946,408994.46,788240.89,0,0,1,C,C
5573149,393,PAYMENT,5721.18,C674183274,75673.96,69952.78,M921001478,0.0,0.0,0,0,3,C,M
1253932,134,CASH_OUT,226379.65,C1294212864,129589.0,0.0,C247794294,0.0,226379.65,0,0,1,C,C
3054804,234,PAYMENT,52159.68,C1539390844,0.0,0.0,M1557162126,0.0,0.0,0,0,3,C,M
5728387,399,PAYMENT,19879.09,C655439249,0.0,0.0,M1234649626,0.0,0.0,0,0,3,C,M
5331681,374,PAYMENT,1262.45,C8224091,0.0,0.0,M203847266,0.0,0.0,0,0,3,C,M
999449,45,TRANSFER,151956.05,C967350638,4605.0,0.0,C622706068,0.0,151956.05,0,0,4,C,C
655316,35,PAYMENT,3589.79,C728441664,0.0,0.0,M1030685542,0.0,0.0,0,0,3,C,M
5670550,397,PAYMENT,28076.93,C1103684195,61538.0,33461.07,M1566245224,0.0,0.0,0,0,3,C,M
6004896,429,CASH_IN,14616.87,C1230362568,460079.15,474696.01,C173149319,2384537.45,2369920.58,0,0,0,C,C
1140644,131,CASH_OUT,150791.44,C1731268070,0.0,0.0,C603007157,320319.97,471111.41,0,0,1,C,C
5655082,396,CASH_OUT,153779.4,C743231448,0.0,0.0,C61957495,6262624.59,6416403.99,0,0,1,C,C
6189330,570,CASH_OUT,4657.1,C1282473319,14625.0,9967.9,C1746591049,832788.73,837445.83,0,0,1,C,C
4507165,325,PAYMENT,6251.38,C1380086067,8652.82,2401.44,M650395541,0.0,0.0,0,0,3,C,M
1585724,155,PAYMENT,38863.0,C1552068739,45967.0,7104.0,M533717285,0.0,0.0,0,0,3,C,M
6044716,492,CASH_OUT,184362.65,C1073369221,9902.0,0.0,C1228600863,1176256.39,1360619.04,0,0,1,C,C
3269652,251,CASH_OUT,145842.69,C391124876,0.0,0.0,C1258697367,277934.14,423776.83,0,0,1,C,C
1314711,136,CASH_IN,169454.36,C432313979,10292971.96,10462426.31,C203591713,370154.55,200700.19,0,0,0,C,C
2660285,210,CASH_OUT,186653.0,C434769031,155.0,0.0,C310414591,0.0,186653.0,0,0,1,C,C
1084913,129,CASH_OUT,64862.5,C1278323884,30542.0,0.0,C2089722590,1910.0,0.0,0,0,1,C,C
3629272,274,PAYMENT,5537.65,C1026313577,0.0,0.0,M453624029,0.0,0.0,0,0,3,C,M
3576896,261,CASH_OUT,214391.4,C131117189,50283.0,0.0,C988553635,2384728.52,2599119.92,0,0,1,C,C
1776334,162,PAYMENT,17627.07,C586670600,0.0,0.0,M437801655,0.0,0.0,0,0,3,C,M
287626,15,CASH_OUT,336103.5,C230888485,17003.0,0.0,C1739868443,195836.62,531940.12,0,0,1,C,C
5272871,372,PAYMENT,6101.46,C2117775423,39212.0,33110.54,M1142439502,0.0,0.0,0,0,3,C,M
1616934,156,CASH_OUT,271220.84,C980807141,0.0,0.0,C1911678087,527754.29,798975.13,0,0,1,C,C
3231330,250,CASH_OUT,111824.61,C22792073,14751.0,0.0,C125755727,2512011.39,2623836.01,0,0,1,C,C
3675481,276,TRANSFER,1200357.54,C822620833,5474.0,0.0,C853688196,168247.74,1368605.29,0,0,4,C,C
1005064,46,CASH_OUT,46866.99,C1287779625,10377.0,0.0,C1199456149,85745.63,132612.62,0,0,1,C,C
4866667,348,CASH_OUT,84930.57,C1925032046,0.0,0.0,C361441086,758134.73,843065.29,0,0,1,C,C
5485674,379,PAYMENT,4490.08,C1375776499,0.0,0.0,M27078672,0.0,0.0,0,0,3,C,M
1673087,158,CASH_OUT,414752.39,C1046738658,90275.0,0.0,C1024129205,1415446.66,1830199.05,0,0,1,C,C
2849109,227,CASH_OUT,218774.34,C1379646508,0.0,0.0,C1845508399,1390310.14,1609084.48,0,0,1,C,C
972718,44,PAYMENT,27811.7,C2027693324,20645.0,0.0,M601026843,0.0,0.0,0,0,3,C,M
4537836,326,CASH_OUT,185509.46,C2071149379,0.0,0.0,C2110379338,357548.67,543058.14,0,0,1,C,C
2502107,204,CASH_IN,94833.7,C1344838757,9401.0,104234.7,C842998291,3464.83,0.0,0,0,0,C,C
4944176,351,CASH_IN,60489.33,C638834820,4203656.32,4264145.65,C169601327,911447.98,850958.65,0,0,0,C,C
5655662,396,TRANSFER,850590.12,C2071102463,0.0,0.0,C1043120369,939064.15,1789654.27,0,0,4,C,C
985518,45,CASH_OUT,207163.65,C1159794454,0.0,0.0,C786256203,210052.99,417216.64,0,0,1,C,C
3143872,236,CASH_IN,150276.44,C2043458057,78502.0,228778.44,C1979339412,97102.55,0.0,0,0,0,C,C
3713077,277,CASH_IN,356421.59,C405790551,1573083.63,1929505.21,C970270457,636591.65,280170.06,0,0,0,C,C
1074666,129,CASH_OUT,300238.01,C1085717943,204132.0,0.0,C1735831852,2050925.09,2351163.1,0,0,1,C,C
5377726,376,CASH_IN,52509.99,C333529907,3161484.77,3213994.76,C243820156,957585.08,905075.08,0,0,0,C,C
4586710,328,CASH_IN,248116.19,C1294333391,81.0,248197.19,C1853222143,0.0,0.0,0,0,0,C,C
5703266,398,PAYMENT,21440.67,C1356882497,0.0,0.0,M829932113,0.0,0.0,0,0,3,C,M
